,Columns,Values
0,ERVmancer,0.7370807452001085
1,ERVmancer,0.734864969059594
2,ERVmancer,0.7358156716999069
3,ERVmancer,0.73649738113401
4,ERVmancer,0.7306662128946456
5,ERVmancer,0.7354942252637044
6,ERVmancer,0.7314575619631531
7,ERVmancer,0.7309818649390362
8,ERVmancer,0.7320361801030931
9,ERVmancer,0.7329463780934939
10,ERVmancer,0.7380490547073211
11,ERVmancer,0.7342165898936115
12,ERVmancer,0.7331453194234334
13,ERVmancer,0.731305186086783
14,ERVmancer,0.7327924888885586
15,ERVmancer,0.733019818789856
16,ERVmancer,0.7366369185668935
17,ERVmancer,0.7306749855140039
18,ERVmancer,0.7354666067852206
19,ERVmancer,0.7371266588450324
20,ERVmancer,0.7350201789504023
21,ERVmancer,0.7398936445190272
22,ERVmancer,0.7347653180748819
23,ERVmancer,0.735787185803529
24,ERVmancer,0.7293777647124872
25,ERVmancer,0.737418877086369
26,ERVmancer,0.7365675827406863
27,ERVmancer,0.7311301504679445
28,ERVmancer,0.7351224626775404
29,ERVmancer,0.7354379819085263
30,ERVmancer,0.7350325429612502
31,ERVmancer,0.7328235443292869
32,ERVmancer,0.7348613149967307
33,ERVmancer,0.7375381238960941
34,ERVmancer,0.7393998346626602
35,ERVmancer,0.7370006942337768
36,ERVmancer,0.7331488191493211
37,ERVmancer,0.731308598332408
38,ERVmancer,0.7320305129506806
39,ERVmancer,0.7360732067413297
40,ERVmancer,0.7294767391315843
41,ERVmancer,0.7370830523347284
42,ERVmancer,0.7327678020985107
43,ERVmancer,0.7405811592676326
44,ERVmancer,0.7321976108203715
45,ERVmancer,0.7409170658418237
46,ERVmancer,0.7352717656842637
47,ERVmancer,0.7346389560592829
48,ERVmancer,0.7375212113725471
49,ERVmancer,0.7314317076844804
50,ERVmancer,0.7351403410145739
51,ERVmancer,0.7381583529190289
52,ERVmancer,0.7344527541122078
53,ERVmancer,0.7404843405749341
54,ERVmancer,0.7387334635570013
55,ERVmancer,0.7316335957012753
56,ERVmancer,0.7390555454351775
57,ERVmancer,0.7330289028568192
58,ERVmancer,0.7339310496839825
59,ERVmancer,0.7361073815805681
60,ERVmancer,0.7324162375035456
61,ERVmancer,0.730232859411335
62,ERVmancer,0.7325930886910597
63,ERVmancer,0.7330902480719309
64,ERVmancer,0.7347357239762539
65,ERVmancer,0.7312444726462548
66,ERVmancer,0.7324291546241639
67,ERVmancer,0.7387826463628483
68,ERVmancer,0.7328824368388007
69,ERVmancer,0.7380097800708519
70,ERVmancer,0.7364047563638765
71,ERVmancer,0.732462256284163
72,ERVmancer,0.7304546744722957
73,ERVmancer,0.7381320414930468
74,ERVmancer,0.7323106663976057
75,ERVmancer,0.734920140977099
76,ERVmancer,0.7346210589065163
