,Columns,Values
0,ERVmancer,0.7353561861604222
1,ERVmancer,0.7355942564901656
2,ERVmancer,0.7380372804534906
3,ERVmancer,0.7330173171309168
4,ERVmancer,0.7300150603790656
5,ERVmancer,0.7409443244079774
6,ERVmancer,0.7270633981925371
7,ERVmancer,0.727386202469541
8,ERVmancer,0.7259606567816533
9,ERVmancer,0.7291197997137872
10,ERVmancer,0.7394567934983463
11,ERVmancer,0.7321173011157823
12,ERVmancer,0.7356437098878206
13,ERVmancer,0.737132679790183
14,ERVmancer,0.7336118386111028
15,ERVmancer,0.7375472765411288
16,ERVmancer,0.738043705962614
17,ERVmancer,0.7308284690526198
18,ERVmancer,0.7378501332195687
19,ERVmancer,0.7468344510435049
20,ERVmancer,0.7350964518025294
21,ERVmancer,0.7429550997670955
22,ERVmancer,0.7296060088630952
23,ERVmancer,0.7372562419283502
24,ERVmancer,0.7195246472171529
25,ERVmancer,0.7413818884836728
26,ERVmancer,0.721589162611573
27,ERVmancer,0.731299025460269
28,ERVmancer,0.7322740214801562
29,ERVmancer,0.7371795392648893
30,ERVmancer,0.7392481239718827
31,ERVmancer,0.7316010731519431
32,ERVmancer,0.733575569133178
33,ERVmancer,0.736362550432742
34,ERVmancer,0.7437082758591768
35,ERVmancer,0.7384431643653053
36,ERVmancer,0.729481354085652
37,ERVmancer,0.7284175153150432
38,ERVmancer,0.7223456101174985
39,ERVmancer,0.7378692395414997
40,ERVmancer,0.7263482068169401
41,ERVmancer,0.7393665950856777
42,ERVmancer,0.731167525171377
43,ERVmancer,0.7396533600151456
44,ERVmancer,0.7340065049956342
45,ERVmancer,0.7413550995314514
46,ERVmancer,0.7319857768461173
47,ERVmancer,0.7274900524989504
48,ERVmancer,0.7388067501763395
49,ERVmancer,0.7368602398210387
50,ERVmancer,0.732169180860857
51,ERVmancer,0.7438838508202299
52,ERVmancer,0.7395962040216152
53,ERVmancer,0.7382312419348878
54,ERVmancer,0.7381872442346706
55,ERVmancer,0.719500686035079
56,ERVmancer,0.733213785733138
57,ERVmancer,0.7298787076327513
58,ERVmancer,0.731420788460496
59,ERVmancer,0.7382079345807573
60,ERVmancer,0.7353388857099925
61,ERVmancer,0.7317151377295497
62,ERVmancer,0.736703918393385
63,ERVmancer,0.7293598941436558
64,ERVmancer,0.7451228246958841
65,ERVmancer,0.7310454582475548
66,ERVmancer,0.7259937867478433
67,ERVmancer,0.7413694719151922
68,ERVmancer,0.730589593568456
69,ERVmancer,0.7275356162252943
70,ERVmancer,0.733658269430082
71,ERVmancer,0.733215888731792
72,ERVmancer,0.7306856421543477
73,ERVmancer,0.7380443463693845
74,ERVmancer,0.7285275857820802
75,ERVmancer,0.7326416376559571
76,ERVmancer,0.7319647464103459
77,ERVmancer,0.7332850225000491
78,ERVmancer,0.7290287491034233
79,ERVmancer,0.7317313893835684
80,ERVmancer,0.7407958747369227
81,ERVmancer,0.7323205380542955
82,ERVmancer,0.7391380167751205
83,ERVmancer,0.7407753801829298
84,ERVmancer,0.7346701196056267
85,ERVmancer,0.7355426623821132
86,ERVmancer,0.7372205144009224
87,ERVmancer,0.7244506630176161
88,ERVmancer,0.731539742067902
89,ERVmancer,0.7377483930838072
90,ERVmancer,0.7436651832315448
91,ERVmancer,0.7324157170380311
92,ERVmancer,0.7394918678715102
93,ERVmancer,0.7335981146427448
94,ERVmancer,0.7274948948405173
95,ERVmancer,0.7436899005257935
96,ERVmancer,0.7299856313760263
97,ERVmancer,0.7411749477134504
98,ERVmancer,0.7387152421443126
99,ERVmancer,0.738568629805936
100,TELEscope,0.5107583833092822
101,TELEscope,0.5031149335173766
102,TELEscope,0.48696205515984387
103,TELEscope,0.5077943549161099
104,TELEscope,0.5020471499874867
105,TELEscope,0.510136100382223
106,TELEscope,0.5099445980992479
107,TELEscope,0.49634517006583473
108,TELEscope,0.4949224359542669
109,TELEscope,0.5021931732147115
110,TELEscope,0.4987494189152872
111,TELEscope,0.49767860435100364
112,TELEscope,0.49744427327703056
113,TELEscope,0.5051201687104618
114,TELEscope,0.5058893494822705
115,TELEscope,0.4892349948230512
116,TELEscope,0.4893593650885783
117,TELEscope,0.4773921756280097
118,TELEscope,0.4973856322984617
119,TELEscope,0.4955181018003843
120,TELEscope,0.5030292612116005
121,TELEscope,0.4917125066575371
122,TELEscope,0.49715045615839965
123,TELEscope,0.49420460074945605
124,TELEscope,0.48764639747386473
125,TELEscope,0.5025667319524056
126,TELEscope,0.4753092637477788
127,TELEscope,0.5019269565577751
128,TELEscope,0.49158014700891534
129,TELEscope,0.5117308449297315
130,TELEscope,0.5029675464101302
131,TELEscope,0.4907250998793446
132,TELEscope,0.5041276087548919
133,TELEscope,0.5046204776266494
134,TELEscope,0.48299215571701754
135,TELEscope,0.49206486637441693
136,TELEscope,0.48352697857982246
137,TELEscope,0.4893467356818672
138,TELEscope,0.46834595842756066
139,TELEscope,0.5004898434823006
140,TELEscope,0.47135754826645865
141,TELEscope,0.48573531709269613
142,TELEscope,0.4903119122344424
143,TELEscope,0.5067502859859919
144,TELEscope,0.4955080726636721
145,TELEscope,0.5094906858636182
146,TELEscope,0.4838782642811561
147,TELEscope,0.5039304128536911
148,TELEscope,0.5057326494543926
149,TELEscope,0.48438619750645034
150,TELEscope,0.49996388784323686
151,TELEscope,0.49586345263284015
152,TELEscope,0.5010430070665707
153,TELEscope,0.5008229733046099
154,TELEscope,0.5071584839439535
155,TELEscope,0.4967501014165984
156,TELEscope,0.4886450117711107
157,TELEscope,0.4953862352295776
158,TELEscope,0.5039110343379065
159,TELEscope,0.5096430567036594
160,TELEscope,0.4959490176410289
161,TELEscope,0.4929080470661889
162,TELEscope,0.48853263060714436
163,TELEscope,0.48391972523987387
164,TELEscope,0.5073784154368093
165,TELEscope,0.49147310259630217
166,TELEscope,0.49634486348198437
167,TELEscope,0.49098912238922515
168,TELEscope,0.48626759863276114
169,TELEscope,0.5065717430959673
170,TELEscope,0.5040856204408882
171,TELEscope,0.479745398638197
172,TELEscope,0.48619877125176925
173,TELEscope,0.4923925816925724
174,TELEscope,0.49764643682040854
175,TELEscope,0.4904897440055386
176,TELEscope,0.48373092657777084
177,TELEscope,0.4865148431086461
178,TELEscope,0.4901679663090122
179,TELEscope,0.5021022143828503
180,TELEscope,0.4998914226408014
181,TELEscope,0.5053952204640868
182,TELEscope,0.4861199075461834
183,TELEscope,0.5163629617632882
184,TELEscope,0.5202458774649037
185,TELEscope,0.4782469031600151
186,TELEscope,0.4914199384829098
187,TELEscope,0.48805272433245
188,TELEscope,0.47456981298132744
189,TELEscope,0.484660562506552
190,TELEscope,0.5085957922479074
191,TELEscope,0.4834841677311598
192,TELEscope,0.5112318570338085
193,TELEscope,0.5164006039848121
194,TELEscope,0.5072035649939811
195,TELEscope,0.49184901758205346
196,TELEscope,0.49158195267227783
197,TELEscope,0.5009078294888503
198,TELEscope,0.4976023461361086
199,TELEscope,0.49181088943911155
200,ERVmap,0.5462356963587883
201,ERVmap,0.5407349809878057
202,ERVmap,0.5257654228798246
203,ERVmap,0.5484281649073118
204,ERVmap,0.5358991364327591
205,ERVmap,0.5481263341092597
206,ERVmap,0.549376050278153
207,ERVmap,0.540530016268105
208,ERVmap,0.5380335613584296
209,ERVmap,0.5404457834691425
210,ERVmap,0.5429592644301537
211,ERVmap,0.5400443294108264
212,ERVmap,0.5405963063861106
213,ERVmap,0.5425484959882284
214,ERVmap,0.5469733537340888
215,ERVmap,0.5334306524958135
216,ERVmap,0.5343654874025372
217,ERVmap,0.5196957311283125
218,ERVmap,0.5434104875062153
219,ERVmap,0.5386544563464158
220,ERVmap,0.5429892818932468
221,ERVmap,0.534436106455519
222,ERVmap,0.5445065891496836
223,ERVmap,0.5326573852094199
224,ERVmap,0.5281563444342606
225,ERVmap,0.5446189530951102
226,ERVmap,0.5209927425768791
227,ERVmap,0.540233816151561
228,ERVmap,0.5355786232173703
229,ERVmap,0.5464048637765768
230,ERVmap,0.5460206655828433
231,ERVmap,0.523657779030218
232,ERVmap,0.5394972768414878
233,ERVmap,0.5424178658585287
234,ERVmap,0.5233000450838556
235,ERVmap,0.532745136514955
236,ERVmap,0.5247376679846733
237,ERVmap,0.5279574289910058
238,ERVmap,0.5034162907598615
239,ERVmap,0.5413573878042742
240,ERVmap,0.5191685834955962
241,ERVmap,0.5293121950762919
242,ERVmap,0.5318236400784145
243,ERVmap,0.5526685957645818
244,ERVmap,0.5365141861444017
245,ERVmap,0.5510173609652087
246,ERVmap,0.5282543827571101
247,ERVmap,0.5439310013671195
248,ERVmap,0.5502039684180388
249,ERVmap,0.5249788279446964
250,ERVmap,0.5354058474668736
251,ERVmap,0.5399921123943315
252,ERVmap,0.5378285878838975
253,ERVmap,0.546733644408296
254,ERVmap,0.5518504341241982
255,ERVmap,0.5453153609755328
256,ERVmap,0.5330294522187348
257,ERVmap,0.5354171353709812
258,ERVmap,0.551035221978733
259,ERVmap,0.54743130857131
260,ERVmap,0.5419163652336012
261,ERVmap,0.5367929569604662
262,ERVmap,0.5295507399548443
263,ERVmap,0.5254457331355609
264,ERVmap,0.5449592078107104
265,ERVmap,0.5294730278286044
266,ERVmap,0.5315934782473272
267,ERVmap,0.5253707758642846
268,ERVmap,0.5343492159800585
269,ERVmap,0.5485635729560187
270,ERVmap,0.5483001366257606
271,ERVmap,0.524386624958516
272,ERVmap,0.5315348662376393
273,ERVmap,0.5328619955515496
274,ERVmap,0.5401890765741054
275,ERVmap,0.5262166632487834
276,ERVmap,0.5225141942612481
277,ERVmap,0.536869077180761
278,ERVmap,0.5316789727849737
279,ERVmap,0.5463414391382244
280,ERVmap,0.5440217204758735
281,ERVmap,0.5425690746526797
282,ERVmap,0.5272562342349868
283,ERVmap,0.5582027302564624
284,ERVmap,0.555526323063061
285,ERVmap,0.5197815777414132
286,ERVmap,0.5356922832090452
287,ERVmap,0.5245373116570404
288,ERVmap,0.5142834212714351
289,ERVmap,0.5300473284782319
290,ERVmap,0.5511697645008223
291,ERVmap,0.5244416904503375
292,ERVmap,0.5517088901877092
293,ERVmap,0.5563227405230485
294,ERVmap,0.5497327973680044
295,ERVmap,0.532513221840335
296,ERVmap,0.5324969282732787
297,ERVmap,0.5449106340828866
298,ERVmap,0.5334923498600797
299,ERVmap,0.5322935762261719
